gene_nr,uniprot
259115,S8F159
259130,S8F431
259140,A0A125YHD1
259150,S8GLI7
259155,S8GC63
259160,S8F161
259168,S8F434
259172,S8F7B2
259180,A0A125YSJ9
259190,S8GC67
259200,S8F167
259205,S8F439
259210,A0A125YR74
259220,S8GLJ5
259230,S8GC73
259240,A0A125YS46
259250,S8F444
259260,S8F7C1
259270,A0A125YFU8
259280,A0A125YWU5
259290,A0A125YGW8
259300,S8F448
259410,S8F7C6
259520,A0A125YMB5
259530,A0A125YXQ0
259550,A0A125YMN5
259560,S8F7D0
259570,A0A125YS21
259580,A0A125YNT5
259590,A0A125YIB5
259600,S8F457
259610,S8F7D4
259620,A0A125YX06
259630,S8GC95
259640,A0A125YI50
259650,A0A125YX91
259660,A0A125YGM5
259670,S8GLL2
259690,A0A125YRV4
259700,A0A125YV91
259710,A0A125YJ45
259720,S8GLL7
259830,A0A125YS22
259840,S8F470
259850,S8F7E5
259860,S8GLM0
259870,S8GCB1
259880,S8F1A2
259890,S8F474
259895,S8F7E8
259900,S8GLM5
259920,S8GCB5
259940,S8F1A4
259950,S8F479
259960,S8F7F2
259965,S8GLN1
259970,S8GCC2
259980,S8F1A9
259990,A0A125YQJ8
260000,S8F7F6
260010,S8GLN4
260020,S8GCC6
260030,S8F1B3
260140,S8F487
260150,S8F7G2
260160,S8GLN9
260170,S8GCD1
260180,A0A125YTD8
260190,A0A125YWL1
260200,S8F7G6
260210,S8GCD5
260220,S8F1C1
260230,S8F495
260240,S8F7H0
260250,S8GLP8
260260,A0A125YWZ2
260270,S8F1C3
260310,A0A125YSH6
260320,S8F1C8
260325,S8F4A2
260330,S8F7H8
260340,S8GLQ6
260360,S8GCE9
260370,A0A125YNF4
260375,S8F4A7
260380,S8F7I0
260390,S8GLR0
260400,A0A125YJV0
260410,S8F1D4
260420,S8F4A9
260430,S8F7I4
260440,A0A125YQM3
260450,S8GCG2
260460,A0A125YR66
260470,A0A125YJL2
260480,S8F7I8
260490,S8GLS3
260500,A0A125YRL0
260510,S8GCG7
260520,S8F4B9
260530,S8F7J1
260540,A0A125YGR4
260550,S8GCH2
260570,S8F1E4
260580,S8F4C2
260600,S8F7J5
260610,A0A125YPG4
260620,A0A125YR56
260630,S8F1F1
260640,S8F4C4
260650,S8F7J7
260660,A0A125YSK9
260670,A0A125YXG1
260680,S8F1F4
260790,A0A125YNK1
260800,S8F7K3
260810,A0A125YYD0
260820,A0A125YZB4
260825,A0A125YP94
260830,S8F4D4
260840,S8F7K8
260850,S8GLV2
260860,S8GCJ2
260870,A0A125YKJ5
260990,A0A125YX61
261000,S8F7L2
261010,A0A125YT33
261030,S8F4E0
261040,S8F7L9
261050,S8GLW0
261060,S8GCK6
261070,S8F1G8
261080,S8F7M3
261200,S8GLW6
261210,A0A125YZG9
261220,A0A125YJM8
261230,S8F4F0
261240,A0A125YSM1
261250,A0A125YX75
261260,S8GCL6
261300,S8F1H4
261370,S8F4F3
261380,A0A125YNF6
261390,S8GCM3
261400,S8GLX4
261410,S8F1H6
261430,S8F4F9
261440,A0A125YNN5
261450,S8GLX9
261460,A0A125YVQ6
261470,A0A125YG31
261475,S8F4G4
261480,S8F7P5
261490,S8GLY4
261500,S8GCN5
261510,S8F1I2
261520,S8F4G9
261530,S8F7Q0
261540,A0A125YT58
261560,S8GCP0
261570,A0A125YW75
261580,A0A125YFR3
261590,S8F7Q6
261600,S8GLZ3
261610,S8GCP6
261620,A0A125YI35
261630,S8F4H6
261660,S8GLZ8
261670,S8GCQ2
261680,S8F1J2
261690,A0A125YUH8
261700,S8F7R3
261710,A0A125YR38
261720,A0A125YGA5
261730,S8F1J5
261740,S8F4I7
261750,S8F7R7
261760,S8GM12
261770,A0A125YVP6
261780,A0A125YX17
261790,S8F4J1
261850,S8F7S3
261940,S8GM19
261950,A0A125YYY5
261955,S8F1K2
261960,S8F4J6
261970,S8F7S6
261980,S8GM27
261990,S8GCS3
262000,S8F1K6
262010,S8F4K2
262020,S8GM34
262030,S8F7T1
262040,A0A125YTI0
262050,S8F1L0
262060,S8F4K5
262070,A0A125YI24
262080,S8GM39
262090,A0A125YSY8
262100,S8F1L3
262110,S8F4L2
262120,S8F7T8
262130,S8GCT8
262140,S8F1L7
262150,S8F4L7
262160,S8F7U2
262170,S8GM51
262380,A0A125YJ84
262390,S8F1M2
262400,S8F4M1
262410,S8F7U6
262420,S8GM57
262430,S8GCU8
262440,S8F1M6
262450,S8F4M5
262460,S8F7V2
262470,S8GM62
262480,S8GCV3
262490,S8F1M9
262510,S8F7V9
262520,A0A125YQ35
262530,S8GCV9
262540,S8F1N2
262550,S8F4N6
262560,S8F7W6
262610,S8F4P1
262620,A0A125YHM2
262630,S8GM81
262640,A0A125YRH6
262650,S8F1P1
262660,S8F7X9
262670,A0A125YSP5
262680,S8GCX6
262690,S8F1P5
262700,S8F4Q0
262710,S8F7Y6
262715,S8GM94
262720,A0A125YPW4
262730,A0A125YY08
262740,S8F4Q5
262750,S8F7Z3
262760,S8GM99
262780,S8GCY7
262800,S8F1Q4
262810,S8F4Q9
262825,S8F7Z9
262850,S8GCZ1
262860,S8F1Q9
262880,S8F806
262890,S8GMB2
262900,S8GCZ6
262910,A0A125YK00
262920,S8F4S0
262930,A0A125YQ49
262933,S8GMC0
262935,S8GD01
262940,A0A125YH51
262950,S8F4S4
262960,A0A125YN00
262970,S8GMC5
262980,A0A125YGR6
262990,S8F1S3
263000,S8F4S8
263010,A0A125YVG0
263020,A0A125YWD8
263030,A0A125YGY4
263040,A0A125YT03
263050,A0A125YII1
263060,S8F830
263070,S8GMD6
263080,A0A125YLI0
263085,S8F1T3
263090,A0A125YLJ4
263100,S8F837
263110,S8GME4
263120,S8GD21
263130,A0A125YJE0
263135,S8F4U2
263140,S8F842
263150,S8GME9
263170,S8F1U2
263180,A0A125YIS8
263190,S8F847
263200,S8GMF3
263210,S8GD33
263220,S8F4V1
263230,S8F854
263240,A0A125YWL3
263245,A0A125YMT1
263250,S8F1V3
263260,S8F4V8
263270,S8F860
263280,A0A125YWA3
263290,S8GD47
263300,A0A125YUK0
263310,S8F4W4
263320,A0A125YZ15
263323,A0A125YHR3
263330,S8F1W1
263340,S8F872
263350,S8GMH6
263360,S8GD57
263380,S8F1W6
263390,S8F4X8
263400,S8F880
263410,S8GMI2
263420,A0A125YTC0
263430,A0A125YHA8
263440,S8F4Y5
263450,S8F886
263470,S8GD68
263480,A0A125YZP6
263490,A0A125YIU2
263500,S8F892
263510,S8GD76
263520,S8F1Y1
263530,A0A125YNE4
263540,S8F898
263550,A0A125YVS8
263560,A0A125YKK6
263570,S8F1Y6
263580,S8F505
263595,S8GMK3
263610,S8GD85
263630,A0A125YIA2
263650,S8F1Z3
263660,A0A125YUJ8
263670,S8F8B6
263680,S8GML4
263690,S8GD98
263700,A0A125YXW1
263710,S8F524
263720,S8F8C3
263730,S8GML9
263740,S8GDA4
263750,S8F205
263760,S8F531
263785,S8F8C8
263800,S8GMM7
263810,S8GDA9
263820,S8F210
263840,S8F8D3
263850,A0A125YKA1
263860,S8GDB5
263870,S8F214
263980,S8F543
263990,A0A125YPS5
264000,S8GMN9
264010,S8GDB9
264020,S8F219
264030,S8F550
264040,S8F8E7
264050,S8GMP5
264060,A0A125YMP5
264070,S8F234
264075,A0A125YUN0
264080,A0A125YUR0
264090,S8GMQ7
264100,S8GDE3
264110,S8F282
264120,S8F572
264130,S8F8H1
264140,S8GMR7
264150,A0A125YZT4
264160,S8F288
264170,S8F576
264178,S8GMS0
264190,S8F293
264200,S8F578
264210,S8F8H8
264220,S8GMS7
264225,S8GDF3
264230,S8F299
264240,S8F582
264250,S8F8I1
264260,S8GMT2
264440,S8GH99
264450,A0A125YU26
264460,S8EZL8
264472,S8G7W7
264485,S8GH92
264600,A0A125YW62
264610,S8EZL6
264620,S8EWL7
264630,S8G7W2
264640,S8GH82
264650,S8F2Q8
264660,S8EZL1
264670,S8EWI2
264690,S8GH68
264700,S8F2N9
264710,S8EZE7
264720,S8EWG7
264730,A0A125YQQ1
264740,S8GH62
264752,S8EWG1
264760,S8G7S8
264770,A0A125YP22
264780,S8F2M5
264790,S8EZE0
264805,S8EWF6
264820,S8G7S1
264830,S8GH49
264840,S8F2M1
264860,S8EWF0
264870,S8GH43
264875,A0A125YQ44
264880,S8F2L7
264890,S8EZD2
264900,S8EWE5
264940,S8G7Q7
264950,S8F2L1
264960,S8GH37
264970,S8EZC9
264980,S8EWD9
264990,A0A125YMG4
265000,S8GH29
265010,S8EZC6
265020,S8EWD4
265030,S8G7P3
265040,A0A125YTS2
265050,S8F2K3
265060,S8EZC2
265065,A0A125YSV7
265070,A0A125YS01
265080,S8GH19
265090,S8F2J8
265100,A0A125YTA6
265110,S8EWC2
265140,S8F2J5
265150,S8EZB5
265160,S8EWB7
265170,S8GH08
265175,S8G7M2
265180,A0A125YTR6
265190,S8EZB2
265205,S8EWB2
265220,S8G7L7
265230,S8GH02
265240,S8F2J0
265250,S8EZA8
265260,A0A125YPY3
265270,S8GGZ7
265280,S8F2I7
265290,A0A125YV49
265310,A0A125YIC6
265320,S8G7K9
265330,A0A125YY77
265340,S8F2I1
265360,S8EZA3
265370,A0A125YGW2
265380,S8G7K3
265390,S8GGY5
265400,S8F2H7
265410,A0A125YIT1
265420,A0A125YIZ0
265430,S8G7J8
265440,S8GGY0
265450,S8F2H3
265455,S8EZ96
265460,A0A125YUB1
265470,S8G7J3
265500,S8F2G9
265510,A0A125YFS3
265520,S8EW85
265530,A0A125YR63
265538,S8GGX1
265542,S8F2G5
265650,S8EZ85
265770,S8EW80
265780,S8G7I4
265790,A0A125YPD4
265810,S8F2G1
265820,S8EZ81
265830,S8EW74
265840,S8G7H9
265850,S8GGW0
265860,S8F2F7
265870,S8EZ77
265990,S8EW69
266010,S8G7H6
266030,S8GGV4
266050,A0A125YS92
266060,A0A125YJG2
266065,S8GGU8
266070,A0A125YYY3
266080,S8EZ69
266090,A0A125YZ44
266100,S8G7G8
266105,S8GGU3
266110,S8F2D8
266120,S8EZ63
266130,A0A125YL97
266140,S8G7G4
266150,S8GGT7
266260,S8F2D4
266270,S8EZ57
266280,S8G7F9
266290,S8EW43
266300,S8GGT2
266310,S8F2D0
266320,S8EZ51
266330,S8EW38
266335,S8G7F3
266340,S8GGS8
266360,S8F2C6
266366,S8EZ49
266368,S8EW33
266372,S8G7E8
266380,S8GGS2
266390,S8F2C3
266400,S8EZ45
266410,S8EW26
266435,S8G7E2
266450,A0A125YWB5
266460,A0A125YUS8
266470,S8EZ40
266480,S8EW22
266500,A0A125YWE3
266600,A0A125YTE2
266610,S8F2A8
266620,A0A125YSV3
266630,A0A125YLZ6
266640,A0A125YT21
266650,S8GGQ8
266660,A0A125YSS2
266670,S8EZ29
266675,S8EW12
266680,S8G7C8
266690,S8GGQ2
266700,S8F2A1
266710,S8EZ26
266720,S8EW06
266730,S8G7C3
266740,S8GGP6
266750,A0A125YPD6
266760,A0A125YV86
266770,S8EW01
266785,S8G7B8
266800,A0A125YL81
266810,S8F294
266830,S8EVZ6
266840,S8G7B2
266850,S8GGN6
266860,S8F291
266870,S8EZ11
266880,S8EVZ1
266890,S8G7A8
266900,S8F287
266910,S8GGN1
266920,S8EZ01
266930,S8EVY7
266940,S8G7A3
266950,S8F283
266960,A0A125YWG5
266970,S8EVY2
266980,S8EYZ9
266990,S8GGL3
267000,S8G7A1
267010,S8F279
267020,S8EYZ5
267030,S8EVX6
267040,A0A125YNS5
267045,A0A125YW56
267050,A0A125YZJ1
267060,A0A125YYV8
267070,S8EVX0
267080,S8G794
267090,S8GGK0
267100,S8F273
267120,S8EYY7
267130,S8EVW5
267140,S8G790
267150,S8GGJ5
267160,S8F269
267270,S8EVW0
267280,S8EYY3
267290,S8GGJ0
267300,A0A125YXB7
267330,S8EVV6
267340,A0A125YYH5
267350,A0A125YGA1
267360,S8F263
267370,S8EYX5
267380,S8EVV0
267390,A0A125YSE6
267400,A0A125YTP4
267410,S8F259
267420,S8EYX3
267430,S8EVU5
267435,S8GGH5
267440,A0A125YZS7
267450,S8F255
267460,S8EYX0
267470,A0A125YWI6
267480,S8EVU0
267490,A0A125YVZ5
267500,A0A125YWC0
267510,S8EYW6
267520,A0A125YWW0
267530,S8G762
267540,S8GGG5
267550,A0A125YNI5
267560,S8EYW2
267570,S8EVT1
267580,S8G760
267585,S8GGG1
267590,S8F244
267600,S8EYV9
267610,S8EVS6
267620,A0A125YH16
267642,S8F242
267650,S8EYV4
267660,S8EVS1
267670,S8G750
267680,S8GGF0
267690,S8EYV0
267700,S8F233
267710,S8EVR5
267720,S8G746
267725,S8GGE5
267730,S8F229
267740,S8EYU6
267750,S8EVR2
267760,S8G741
267775,S8F225
267790,S8GGE0
267800,S8EYU3
267810,A0A125YT53
267820,S8GGD6
267840,S8F224
267855,S8EYU0
267875,S8EVQ5
267980,S8GID4
267990,S8G8X2
268000,S8EXL4
268010,S8F0S5
268020,S8F417
268035,S8GID7
268170,S8G8X6
268176,S8EXL7
268178,S8F0T0
268182,S8F420
268190,S8GIE0
268200,A0A125YJ75
268210,S8EXM1
268220,S8F0T6
268240,S8G8Y8
268250,S8EXM5
268260,S8F0U0
268270,S8F430
268290,S8G8Z4
268300,S8EXM9
268310,A0A125YLB5
268320,S8F435
268330,S8GIF5
268340,S8G8Z9
268350,S8EXN3
268360,S8F0U8
268370,S8F440
268380,S8GIF8
268390,S8G901
268400,S8EXN8
268430,S8F0V2
268560,S8F447
268570,S8GIG3
268580,S8G906
268590,S8EXP2
268600,S8F0V4
268610,S8F453
268620,S8GIG6
268630,A0A125YNR4
268640,A0A125YTZ0
268650,S8F0V8
268660,A0A125YUM3
268670,A0A125YPW8
268680,S8G919
268685,S8EXQ5
268690,S8F0W1
268700,S8F468
268710,S8GIH4
268720,S8G926
268730,S8EXQ9
268740,A0A125YJP0
268750,A0A125YIH8
268760,A0A125YMS3
268765,S8G935
268770,S8EXR4
268780,S8F0W9
268790,S8F481
268800,S8GII3
268810,A0A125YK54
268820,S8EXS0
268830,S8F0X4
268835,S8F489
268840,S8GII7
268850,A0A125YLV5
268860,A0A125YK06
268870,S8F0X8
268880,A0A125YR04
268890,S8GIJ1
268900,S8G957
268910,A0A125YN64
268920,S8F0Y2
268930,S8F4A4
268940,A0A125YSY6
268950,S8G965
268960,S8EXT7
268970,S8F0Y5
268980,S8F4B1
268985,A0A125YHG1
268990,S8G972
269000,S8EXU2
269010,S8F0Y8
269020,S8GIK5
269060,S8F100
269085,S8GIL7
269110,S8EY38
269120,S8F157
269130,S8F4E2
269140,A0A125YRD0
269150,S8G9A9
269160,S8EY44
269170,S8F162
269175,S8F4E5
269180,S8GIM9
269190,A0A125YM60
269200,S8EY47
269210,S8F166
269240,S8GIN5
269250,A0A125YH12
269260,S8EY50
269270,S8F171
269280,S8F4F1
269290,S8GIN8
269300,S8G9C2
269310,S8EY53
269315,S8F175
269320,S8F4F6
269330,A0A125YPX2
269340,S8G9C5
269380,S8F4F8
269390,S8GIP5
269400,S8G9C9
269410,S8EY60
269417,S8F4G1
269420,S8GIP9
269425,S8G9D2
269430,S8EY63
269442,A0A125YUL9
269450,S8GIQ0
269460,S8G9D7
269470,S8EY67
269480,S8F190
269582,S8GIQ4
269600,S8G9E1
269620,S8EY69
269630,S8F194
269640,S8F4H1
269650,A0A125YUH6
269660,S8G9E4
269670,S8EY72
269680,S8F198
269690,S8F4H5
269700,S8GIR0
269710,S8EY76
269720,S8F1A3
269730,S8F4H9
269740,S8GIR3
269750,S8G9F3
269760,S8EY80
269770,S8F1A6
269775,S8F4I2
269780,S8GIR7
269800,S8G9F6
269830,S8EY82
269840,A0A125YUB3
269850,A0A125YND5
269860,S8GIR8
269885,S8G9G0
269900,S8EY86
269910,S8F1B4
269920,S8F4I9
269930,S8GIS2
269940,S8G9G5
269950,S8EY87
269960,S8F1B8
269970,S8F4J0
269980,A0A125YSW4
269990,S8G9G7
270000,S8EY91
270010,A0A125YTL4
270020,S8F4J5
270030,S8GIS9
270040,S8G9H1
270050,S8EY94
270060,S8F1C7
270070,S8F4J7
270090,S8G9H6
270100,S8EY98
270120,S8F1D0
270140,A0A125YPH3
270150,S8G9H8
270160,S8EYA1
270170,A0A125YU92
270190,S8F4K3
270200,S8GIT8
270210,S8G9I3
270220,S8EYA3
270230,S8F1D9
270240,S8F4K6
270250,S8GIU2
270260,S8G9I8
270270,S8EYA7
270273,S8F1E2
270277,A0A125YMV1
270280,S8GIU4
270290,S8G9J2
270300,S8EYB2
270310,S8F1E5
270320,A0A125YZH2
270330,S8GIU8
270340,S8G9J5
270350,S8EYB5
270360,S8F1E8
270370,A0A125YKN1
270380,A0A125YSG4
270450,S8G9K0
270510,S8EYC0
270520,S8F1F2
270530,A0A125YHC6
270540,A0A125YN13
270550,A0A125YZ41
270560,A0A125YV51
270570,S8F1F5
270610,S8G9K7
270620,S8EYD0
270630,S8F1F9
270640,S8F4M6
270650,A0A125YLW2
270655,S8G9L1
270660,S8EYD4
270670,S8F1G2
270680,S8F4M9
270690,S8GIW4
270700,S8G9L5
270710,S8EYD9
270720,S8F1G5
270740,S8F4N4
270750,S8GIW8
270760,S8G9L9
270770,S8EYE3
270780,A0A125YFP4
270790,A0A125YYV3
270800,S8GIX1
270805,S8G9M3
270810,S8EYE7
270820,S8F1H2
270830,S8F4P0
270840,S8GIX6
270850,S8G9M7
270865,S8EYF2
270880,S8F1H5
270890,S8F4P2
270900,S8GIX8
270910,S8G9N0
270920,S8EYF7
270930,S8F4P7
270940,S8GIY2
270950,S8G9N5
270960,S8EYG2
270975,S8F4P9
270980,S8GIY4
271000,S8G9N9
271010,S8F1I3
271015,S8EYG7
271025,S8F4Q3
271030,S8GIY9
271040,S8F1I6
271050,A0A125YIJ3
271060,A0A125YXG7
271070,A0A125YI99
271080,S8EYH5
271090,S8F1J0
271100,S8F4R1
271110,S8GIZ7
271115,S8G9Q0
271120,S8EYH8
271145,S8F1J4
271170,S8F4R4
271174,A0A125YVQ9
271190,S8F1J8
271200,S8F4R8
271210,S8GJ05
271220,A0A125YHH7
271240,S8EYI7
271250,S8F1K3
271260,S8F4S3
271270,S8GJ09
271280,A0A125YWY7
271285,S8EYJ1
271290,S8F1K8
271300,S8F4S5
271320,S8EYJ7
271335,S8F1L2
271350,S8F4S9
271360,S8GJ19
271370,S8G9S2
271375,S8EYK3
271380,S8F1L6
271390,S8F4T2
271400,S8GJ24
271410,S8G9S5
271420,S8EYK7
271430,S8F1M0
271440,A0A125YWP5
271460,S8G9T0
271470,S8EYL3
271570,S8F1M3
271580,S8F4U0
271590,S8GJ35
271600,S8G9T3
271610,S8EYL8
271625,S8F1N4
271740,S8F4U4
271750,S8GJ40
271760,S8G9T8
271770,S8EYM3
271780,S8F1N8
271790,S8F4U9
271800,S8GJ47
271810,A0A125YXQ4
271820,S8EYM8
271840,S8F1P2
271850,S8F4V3
271860,S8GJ59
271870,S8G9U6
271880,S8EYN4
271888,S8F1P4
271892,S8F4V6
271910,S8GJ63
271920,S8G9U9
271930,S8EYN9
271935,S8F1P9
271950,S8F4W2
271960,A0A125YPM2
271970,S8G9V3
271980,S8EYP3
271985,S8F1Q3
271990,S8F4W8
272000,S8GJ76
272010,A0A125YY66
272020,S8EYP7
272030,S8F1Q8
272040,S8F4X0
272155,S8GJ81
272180,S8G9W2
272190,S8EYQ2
272200,S8F1R4
272210,S8F4X6
272230,S8GJ86
272240,A0A125YK89
272260,S8EYQ6
272265,S8F1S0
272270,S8F4Y2
272280,S8GJ93
272285,S8G9X0
272290,S8EYR0
272300,S8F1S5
272320,S8F4Y7
272340,S8GJA0
272350,A0A125YTD6
272360,S8EYR4
272370,S8F1T1
272380,S8F4Z2
272383,S8GJA6
272390,S8G9X7
272400,A0A125YJS8
272410,S8F1T5
272415,A0A125YYG7
272420,S8GJB1
272430,S8G9Y1
272440,A0A125YSP8
272450,S8F1T9
272460,S8F501
272475,S8GJB9
272490,S8G9Y6
272500,S8EYS6
272510,S8F1U5
272520,S8F506
272530,S8GJC5
272540,S8G9Z1
272550,S8EYT3
272560,A0A125YI62
272570,S8F510
272590,S8GJD0
272593,S8G9Z5
272595,A0A125YQ12
272600,S8F1V8
272620,S8F516
272630,A0A125YFN3
272640,S8G9Z9
272650,S8F1W3
272660,A0A125YRK2
272670,S8GJE2
272680,S8GA04
272695,S8EYU2
272710,S8F1W8
272720,S8F527
272730,S8GJE6
272740,S8GA09
272760,S8EYU4
272770,S8F1X4
272890,S8F534
272900,A0A125YQJ7
272905,A0A125YPI8
272910,A0A125YUI8
273020,A0A125YUF6
273030,S8F540
273040,A0A125YFE0
273050,S8GA19
273060,A0A125YU95
273065,S8F1Y5
273070,S8F547
273075,S8GJG1
273080,S8GA24
273090,A0A125YX45
273100,S8F1Z0
273110,A0A125YG83
273120,A0A125YP19
273130,S8GA29
273140,A0A125YJP1
273150,S8F1Z7
273200,S8F556
273280,S8GJH0
273290,S8GA35
273300,S8EYW3
273310,A0A125YTC4
273320,A0A125YGK7
273330,S8GJH6
273340,A0A125YM45
273350,S8EYW7
273360,A0A125YNQ1
273370,A0A125YNC3
273380,A0A125YHS8
273390,A0A125YLA7
273400,S8EYX1
273410,S8F212
273430,S8F570
273445,S8GJI7
273460,A0A125YVE4
273490,A0A125YZH5
273500,A0A125YQJ1
273510,A0A125YYB0
273520,A0A125YQR2
273530,A0A125YJF3
273540,S8GA55
273550,S8EYY4
273560,A0A125YU28
273580,S8F590
273595,S8GJK2
273610,S8GA59
273630,S8F231
273640,S8F596
273650,A0A125YFH8
273660,S8GA64
273670,S8EYZ2
273690,S8F236
273705,A0A125YLA9
273720,S8GJL2
273730,S8GA67
273740,A0A125YG32
273750,S8F239
273760,A0A125YXI9
273770,A0A125YQ41
273780,S8GA72
273790,S8EZ00
273800,S8F243
273815,S8F5B6
273830,A0A125YJ05
273840,S8GA78
273850,S8EZ04
273860,S8F246
273870,S8F5C2
273885,S8GJN0
273905,S8EZ09
273915,S8GA83
273920,A0A125YUR9
273930,A0A125YLD3
273950,A0A125YX48
273960,S8EZ13
273970,A0A125YGS3
273980,A0A125YW42
273985,S8GJP1
273990,A0A125YYM0
273995,S8EZ17
274000,S8F258
274010,S8F5D7
274020,S8GJP6
274050,S8F262
274060,A0A125YNC4
274070,A0A125YKD9
274080,S8GAA7
274090,A0A125YYX6
274100,S8F267
274110,S8F5E8
274120,S8GJQ7
274130,S8GAB3
274140,S8EZ32
274150,S8F270
274160,S8F5F5
274170,A0A125YPF3
274180,A0A125YWJ3
274190,A0A125YWB2
274280,S8G717
274290,A0A125YGL1
274700,S8F203
275310,S8G468
275320,S8ESN0
275330,S8GDB4
275350,S8EZ90
275355,S8EVP1
275360,S8ESM6
275370,S8G463
275380,S8GDB1
275390,S8EZ88
275420,S8G459
275430,S8GDA8
275440,A0A125YS55
275450,S8EVN2
275460,S8ESM0
275470,A0A125YGQ9
275480,S8GDA5
275490,S8EZ80
275568,S8GAP4
275590,S8GTL1
275600,S8GJ69
275610,S8F7R1
275630,S8FAT8
275640,S8FDV7
275650,S8GTL7
275660,A0A125YZD8
275670,A0A125YIK3
275680,A0A125YID4
275690,S8FDW1
275700,A0A125YWR3
275710,S8GJ78
275740,S8F7R8
275750,A0A125YK48
275760,S8GTM6
275770,S8GJ85
275780,S8F7S1
275790,S8FDW6
275795,S8FAU7
275798,S8GTN0
275802,S8GJ89
275810,A0A125YIP8
275830,S8FAV1
275840,S8FDW9
275850,S8GTN4
275860,S8GJ92
275980,S8FDX2
275990,S8GTN7
276100,S8GJ97
276110,S8F7T0
276120,S8FAV5
276130,A0A125YLA1
276140,S8GTP2
276155,S8GJ99
276170,S8F7T2
276180,S8FAV8
276190,S8FDX8
276200,S8GTP6
276210,S8GJA5
276220,S8F7T5
276230,A0A125YM93
276810,S8G1J5
276820,S8GAT3
276830,S8EWK4
276840,A0A125YRA3
276850,A0A125YPE2
276860,A0A125YWT2
276870,A0A125YRK6
276880,A0A125YFM9
276890,A0A125YIQ5
276900,S8EQ15
276910,A0A125YNE1
276920,A0A125YPP0
276930,A0A125YPT5
276940,A0A125YJA3
276960,A0A125YR45
276970,S8G1I4
276980,S8GAR8
276990,A0A125YP82
277000,A0A125YZT1
277010,A0A125YUA8
277020,S8G1H9
277030,S8GAR3
277050,A0A125YXV9
277055,S8EWJ1
277060,A0A125YIJ8
277070,S8G1H7
277080,S8GAQ8
277090,A0A125YMI5
277150,S8ET06
277220,S8EQ05
277230,S8GAQ3
277240,S8G1H2
277260,S8ET02
277270,S8EWH6
277490,A0A125YFC0
277500,A0A125YSK6
277510,S8GAP9
277530,S8EWH4
277540,S8ESZ7
277550,S8EPZ9
277560,A0A125YGF9
277572,S8EWH0
277680,A0A125YUE9
277685,S8EPZ6
277690,S8G1G2
277700,A0A125YWE1
277705,A0A125YHZ7
277710,S8ESZ0
277720,A0A125YGF2
277730,A0A125YN89
277740,S8G1G0
277760,A0A125YIR0
277770,S8ESY5
277790,S8G1F7
277820,A0A125YZ42
277830,A0A125YWX2
277840,A0A125YQY6
277850,S8GAM6
277860,S8EWF5
277870,S8ESX6
277880,S8EPY4
277895,S8G1F0
277910,S8GAM2
277930,S8ESX4
277940,S8EPY2
277950,S8G1E7
277970,S8GAL8
277980,S8EWE9
277990,S8ESW9
278005,S8EPX8
278020,S8G1E5
278030,S8GAL4
278040,S8EWE6
278050,S8ESW5
278060,S8EPX6
278070,S8G1E2
278080,S8GAL2
278090,S8EWE4
278100,S8EPX1
278110,S8ESW2
278120,S8G1E0
278130,S8GAK9
278145,S8EWE1
278160,S8ESV8
278170,S8EPW1
278180,S8G1D6
278205,S8GAK6
278220,S8EWD8
278230,A0A125YG60
278240,S8EPV7
278245,A0A125YXY9
278250,S8GAK2
278260,S8EWD6
278270,A0A125YM52
278280,S8EPV3
278290,S8G1D0
278300,S8GAJ8
278310,S8EWD2
278320,S8ESU7
278330,S8EPV0
278340,S8G1C8
278350,S8GAJ5
278360,S8EWD1
278365,S8ESU4
278370,S8EPU7
278380,S8G1C5
278390,S8GAJ3
278400,S8EWC7
278410,S8ESU0
278420,S8EPU2
278430,S8G1C1
278440,S8GAJ1
278450,S8EWC4
278460,A0A125YKW6
278470,S8EPT9
278490,A0A125YVE3
278500,S8GAI8
278510,S8EWC1
278518,S8EST3
278522,S8EPT5
278530,A0A125YYC3
278540,A0A125YU64
278550,S8EWB6
278565,A0A125YQS8
278580,S8EPT3
278600,S8G1B3
278620,A0A125YMC7
278630,S8EWB4
278640,S8ESS7
278660,S8EPT0
278670,A0A125YHJ2
278680,A0A125YGG8
278690,S8EWA7
278700,S8ESL7
278710,S8EPK4
278720,S8G199
278730,S8GAG1
278740,S8EW98
278750,S8ESJ7
278753,S8EPI6
278757,S8G189
278760,S8GAF6
278770,S8EW93
278780,S8ESJ2
278790,A0A125YGW5
278800,S8G183
278815,S8GAF1
278830,A0A125YW58
278840,S8ESI9
278850,A0A125YWM0
278860,A0A125YL39
278870,A0A125YRU2
278878,S8EW84
278882,A0A125YXK3
278890,A0A125YWA6
278900,S8G171
278910,S8GAD6
278920,A0A125YLI1
278930,S8ESI1
278940,A0A125YRY7
278950,A0A125YMX1
278960,A0A125YMC3
278965,S8EW72
278975,S8ESH8
278990,A0A125YTR3
279000,A0A125YS67
279100,S8GJB7
279310,S8G734
279320,S8F220
279330,A0A125YT38
279340,A0A125YXH9
279350,S8G730
279355,S8F216
279360,S8EYT5
279370,S8EVP7
279380,A0A125YTY2
279390,S8GGC0
279400,S8F211
279405,A0A125YST5
279410,S8EVP3
279420,S8G720
279430,A0A125YTW8
279440,S8F207
279450,A0A125YFR1
279460,A0A125YG81
279540,A0A125YHV4
279550,A0A125YJ48
279560,A0A125YJM1
